day,start time quarter hour,wind generation in MW
6,13:45,26.28
6,14:00,19.27
6,14:15,18.00
6,14:30,23.17
6,14:45,25.54
6,15:00,26.49
6,15:15,29.92
6,15:30,31.66
6,15:45,29.23
6,16:00,19.48
6,16:15,36.87
6,16:30,27.75
6,16:45,27.60
6,17:00,30.55
6,17:15,38.30
6,17:30,25.49
6,17:45,28.01
6,18:00,23.22
6,18:15,28.75
6,18:30,23.54
6,18:45,29.07
6,19:00,35.13
6,19:15,28.49
6,19:30,31.29
6,19:45,25.75
6,20:00,27.75
6,20:15,25.01
6,20:30,34.03
6,20:45,32.18
6,21:00,24.75
6,21:15,23.59
6,21:30,25.86
6,21:45,29.44
6,22:00,29.92
6,22:15,30.70
6,22:30,23.17
6,22:45,28.01
6,23:00,24.65
6,23:15,23.22
6,23:30,19.59
6,23:45,15.42
7,00:00,10.36
7,00:15,9.15
7,00:30,8.78
7,00:45,12.52
7,01:00,8.52
7,01:15,9.15
7,01:30,9.52
7,01:45,8.41
7,02:00,11.78
7,02:15,9.30
7,02:30,8.93
7,02:45,9.67
7,03:00,9.20
7,03:15,7.83
7,03:30,5.46
7,03:45,8.93
7,04:00,6.30
7,04:15,7.83
7,04:30,8.93
7,04:45,10.30
7,05:00,6.20
7,05:15,5.83
7,05:30,8.83
7,05:45,4.72
7,06:00,5.98
7,06:15,1.87
7,06:30,5.61
7,06:45,6.24
7,07:00,2.14
7,07:15,4.51
7,07:30,1.51
7,07:45,5.24
7,08:00,6.24
7,08:15,1.87
7,08:30,4.87
7,08:45,4.51
7,09:00,5.14
7,09:15,4.51
7,09:30,5.14
7,09:45,5.14
7,10:00,2.14
7,10:15,5.51
7,10:30,2.51
7,10:45,3.77
7,11:00,5.14
7,11:15,1.40
7,11:30,0.77
7,11:45,3.40
7,12:00,1.40
7,12:15,1.40
7,12:30,1.40
7,12:45,1.77
7,13:00,4.40
7,13:15,3.03
7,13:30,0.03
7,13:45,0.40
7,14:00,3.40
7,14:15,4.77
7,14:30,4.77
7,14:45,4.87
7,15:00,1.51
7,15:15,5.51
7,15:30,2.51
7,15:45,4.14
7,16:00,4.14
7,16:15,4.14
7,16:30,2.14
7,16:45,5.87
7,17:00,5.51
7,17:15,2.51
7,17:30,1.87
7,17:45,6.24
7,18:00,1.87
7,18:15,3.61
7,18:30,8.83
7,18:45,10.41
7,19:00,12.15
7,19:15,12.25
7,19:30,9.89
7,19:45,8.78
7,20:00,12.25
7,20:15,10.62
7,20:30,11.52
7,20:45,10.78
7,21:00,9.56
7,21:15,7.30
7,21:30,9.67
7,21:45,11.04
7,22:00,8.93
7,22:15,9.67
7,22:30,9.15
7,22:45,10.25
7,23:00,11.89
7,23:15,10.04
7,23:30,9.93
7,23:45,7.41
8,00:00,8.41
8,00:15,9.93
8,00:30,7.30
8,00:45,6.56
8,01:00,6.56
8,01:15,8.20
8,01:30,5.46
8,01:45,9.93
8,02:00,8.20
8,02:15,8.93
8,02:30,8.09
8,02:45,5.83
8,03:00,8.83
8,03:15,6.20
8,03:30,7.09
8,03:45,8.46
8,04:00,9.67
8,04:15,4.09
8,04:30,6.56
8,04:45,8.83
8,05:00,10.78
8,05:15,7.04
8,05:30,10.99
8,05:45,11.36
8,06:00,8.41
8,06:15,7.30
8,06:30,5.46
8,06:45,3.35
8,07:00,2.24
8,07:15,4.14
8,07:30,1.77
8,07:45,1.40
8,08:00,3.40
8,08:15,4.40
8,08:30,4.77
8,08:45,5.51
8,09:00,2.51
8,09:15,2.61
8,09:30,2.98
8,09:45,3.61
8,10:00,6.35
8,10:15,7.35
8,10:30,3.24
8,10:45,5.87
8,11:00,5.61
8,11:15,6.24
8,11:30,7.35
8,11:45,3.98
8,12:00,5.51
8,12:15,4.87
8,12:30,4.87
8,12:45,2.61
8,13:00,6.61
8,13:15,4.72
8,13:30,5.24
8,13:45,5.61
8,14:00,6.61
8,14:15,5.61
8,14:30,2.98
8,14:45,6.61
8,15:00,1.87
8,15:15,4.87
8,15:30,4.87
8,15:45,4.51
8,16:00,1.14
8,16:15,1.77
8,16:30,3.77
8,16:45,1.77
8,17:00,4.77
8,17:15,0.77
8,17:30,0.40
8,17:45,0.77
8,18:00,4.40
8,18:15,3.40
8,18:30,2.14
8,18:45,4.14
8,19:00,4.51
8,19:15,2.87
8,19:30,6.61
8,19:45,5.46
8,20:00,7.30
8,20:15,11.52
8,20:30,9.89
8,20:45,11.84
8,21:00,14.84
8,21:15,14.36
8,21:30,13.58
8,21:45,15.05
8,22:00,18.74
8,22:15,19.96
8,22:30,18.79
8,22:45,19.85
8,23:00,17.74
8,23:15,23.32
8,23:30,27.65
8,23:45,31.81
9,00:00,36.61
9,00:15,33.66
9,00:30,30.34
9,00:45,35.50
9,01:00,35.35
9,01:15,41.36
9,01:30,42.83
9,01:45,50.63
9,02:00,57.27
9,02:15,60.07
9,02:30,64.65
9,02:45,45.31
9,03:00,68.60
9,03:15,77.46
9,03:30,66.34
9,03:45,78.67
9,04:00,76.09
9,04:15,71.88
9,04:30,71.51
9,04:45,70.93
9,05:00,59.33
9,05:15,70.08
9,05:30,57.17
9,05:45,54.90
9,06:00,59.01
9,06:15,45.46
9,06:30,40.14
9,06:45,33.87
9,07:00,24.80
9,07:15,22.54
9,07:30,24.06
9,07:45,16.90
9,08:00,19.16
9,08:15,14.68
9,08:30,10.25
9,08:45,11.15
9,09:00,12.25
9,09:15,11.47
9,09:30,12.62
9,09:45,11.15
9,10:00,7.30
9,10:15,4.83
9,10:30,3.61
9,10:45,1.51
9,11:00,2.51
9,11:15,1.14
9,11:30,1.40
9,11:45,1.40
9,12:00,4.03
9,12:15,0.40
9,12:30,3.40
9,12:45,3.03
9,13:00,3.03
9,13:15,4.40
9,13:30,1.03
9,13:45,0.40
9,14:00,0.77
9,14:15,3.77
9,14:30,5.14
9,14:45,4.51
9,15:00,5.87
9,15:15,5.51
9,15:30,0.77
9,15:45,4.77
9,16:00,1.77
9,16:15,1.77
9,16:30,1.40
9,16:45,1.40
9,17:00,4.03
9,17:15,0.40
9,17:30,3.40
9,17:45,1.40
9,18:00,3.77
9,18:15,5.87
9,18:30,6.24
9,18:45,4.72
9,19:00,8.09
9,19:15,7.83
9,19:30,8.83
9,19:45,4.83
9,20:00,7.46
9,20:15,5.09
9,20:30,6.72
9,20:45,4.35
9,21:00,5.61
9,21:15,6.72
9,21:30,3.98
9,21:45,3.35
9,22:00,5.98
9,22:15,7.46
9,22:30,8.09
9,22:45,3.98
9,23:00,5.61
9,23:15,5.09
9,23:30,4.35
9,23:45,7.83
10,00:00,7.46
10,00:15,9.30
10,00:30,6.93
10,00:45,5.83
10,01:00,8.09
10,01:15,4.72
10,01:30,5.98
10,01:45,6.35
10,02:00,8.09
10,02:15,6.72
10,02:30,7.46
10,02:45,6.35
10,03:00,6.35
10,03:15,4.35
10,03:30,3.35
10,03:45,7.72
10,04:00,6.35
10,04:15,5.09
10,04:30,8.46
10,04:45,4.72
10,05:00,3.72
10,05:15,6.61
10,05:30,6.35
10,05:45,6.35
10,06:00,4.35
10,06:15,7.72
10,06:30,3.72
10,06:45,5.46
10,07:00,8.20
10,07:15,6.56
10,07:30,8.56
10,07:45,7.83
10,08:00,5.61
10,08:15,2.98
10,08:30,4.35
10,08:45,4.83
10,09:00,7.67
10,09:15,11.15
10,09:30,6.30
10,09:45,6.56
10,10:00,6.72
10,10:15,4.35
10,10:30,7.35
10,10:45,8.46
10,11:00,3.98
10,11:15,7.35
10,11:30,6.98
10,11:45,7.35
10,12:00,4.35
10,12:15,4.72
10,12:30,4.35
10,12:45,3.24
10,13:00,5.98
10,13:15,1.87
10,13:30,3.61
10,13:45,8.09
10,14:00,5.98
10,14:15,2.61
10,14:30,3.35
10,14:45,6.61
10,15:00,1.51
10,15:15,2.51
10,15:30,2.51
10,15:45,4.14
10,16:00,0.77
10,16:15,2.61
10,16:30,4.51
10,16:45,2.14
10,17:00,5.87
10,17:15,5.14
10,17:30,2.51
10,17:45,5.51
10,18:00,1.14
10,18:15,2.51
10,18:30,2.51
10,18:45,1.14
10,19:00,2.51
10,19:15,3.24
10,19:30,6.61
10,19:45,3.24
10,20:00,6.61
10,20:15,4.35
10,20:30,7.35
10,20:45,7.46
10,21:00,6.98
10,21:15,5.98
10,21:30,9.30
10,21:45,9.25
10,22:00,15.58
10,22:15,14.05
10,22:30,14.31
10,22:45,14.68
10,23:00,18.05
10,23:15,18.37
10,23:30,15.53
10,23:45,27.01
11,00:00,23.28
11,00:15,33.18
11,00:30,44.36
11,00:45,49.48
11,01:00,50.84
11,01:15,54.21
11,01:30,65.76
11,01:45,53.90
11,02:00,61.96
11,02:15,59.33
11,02:30,57.27
11,02:45,67.97
11,03:00,72.40
11,03:15,79.63
11,03:30,75.20
11,03:45,79.31
11,04:00,68.93
11,04:15,65.34
11,04:30,64.65
11,04:45,73.51
11,05:00,76.83
11,05:15,78.89
11,05:30,84.21
11,05:45,87.01
11,06:00,84.79
11,06:15,90.11
11,06:30,84.21
11,06:45,74.98
11,07:00,70.88
11,07:15,55.27
11,07:30,50.21
11,07:45,53.21
11,08:00,49.89
11,08:15,36.98
11,08:30,42.88
11,08:45,52.00
11,09:00,46.83
11,09:15,46.42
11,09:30,54.64
11,09:45,61.18
11,10:00,63.50
11,10:15,63.76
11,10:30,65.97
11,10:45,70.45
11,11:00,74.25
11,11:15,63.55
11,11:30,81.47
11,11:45,94.76
11,12:00,94.76
11,12:15,99.55
11,12:30,105.56
11,12:45,119.26
11,13:00,119.59
11,13:15,101.77
11,13:30,117.63
11,13:45,117.42
11,14:00,120.74
11,14:15,111.15
11,14:30,108.93
11,14:45,101.87
11,15:00,98.92
11,15:15,101.14
11,15:30,88.27
11,15:45,86.38
11,16:00,88.16
11,16:15,80.41
11,16:30,89.96
11,16:45,87.16
11,17:00,93.07
11,17:15,104.46
11,17:30,76.46
11,17:45,70.08
11,18:00,70.77
11,18:15,60.91
11,18:30,59.12
11,18:45,56.01
11,19:00,52.84
11,19:15,53.53
11,19:30,62.76
11,19:45,64.50
11,20:00,71.56
11,20:15,59.33
11,20:30,60.55
11,20:45,58.64
11,21:00,50.84
11,21:15,56.90
11,21:30,60.12
11,21:45,43.10
11,22:00,43.57
11,22:15,39.45
11,22:30,48.26
11,22:45,43.94
11,23:00,47.57
11,23:15,42.41
11,23:30,43.10
11,23:45,40.88
12,00:00,36.61
12,00:15,32.55
12,00:30,33.87
12,00:45,33.66
12,01:00,33.55
12,01:15,30.55
12,01:30,36.24
12,01:45,32.55
12,02:00,25.01
12,02:15,19.27
12,02:30,16.63
12,02:45,16.90
12,03:00,14.10
12,03:15,10.36
12,03:30,12.52
12,03:45,7.04
12,04:00,9.30
12,04:15,7.46
12,04:30,5.83
12,04:45,4.09
12,05:00,6.61
12,05:15,5.61
12,05:30,2.98
12,05:45,5.98
12,06:00,5.98
12,06:15,2.61
12,06:30,5.98
12,06:45,5.98
12,07:00,5.24
12,07:15,5.24
12,07:30,1.87
12,07:45,2.87
12,08:00,4.14
12,08:15,2.14
12,08:30,3.77
12,08:45,4.14
12,09:00,1.51
12,09:15,4.51
12,09:30,4.14
12,09:45,3.61
12,10:00,6.98
12,10:15,5.09
12,10:30,4.72
12,10:45,8.20
12,11:00,4.72
12,11:15,4.35
12,11:30,8.93
12,11:45,7.30
12,12:00,7.30
12,12:15,8.20
12,12:30,8.20
12,12:45,8.56
12,13:00,9.20
12,13:15,7.46
12,13:30,11.15
12,13:45,10.62
12,14:00,11.89
12,14:15,10.73
12,14:30,12.99
12,14:45,8.52
12,15:00,13.21
12,15:15,18.42
12,15:30,13.94
12,15:45,13.94
12,16:00,11.73
12,16:15,15.94
12,16:30,15.16
12,16:45,9.89
12,17:00,10.99
12,17:15,11.15
12,17:30,8.46
12,17:45,9.20
12,18:00,6.56
12,18:15,8.20
12,18:30,8.56
12,18:45,5.93
12,19:00,11.41
12,19:15,11.84
12,19:30,11.73
12,19:45,13.36
12,20:00,12.62
12,20:15,12.25
12,20:30,17.42
12,20:45,17.79
12,21:00,18.48
12,21:15,21.11
12,21:30,21.85
12,21:45,25.06
12,22:00,23.65
12,22:15,26.12
12,22:30,33.87
12,22:45,32.76
12,23:00,32.18
12,23:15,33.29
12,23:30,37.56
12,23:45,43.10
13,00:00,47.94
13,00:15,47.89
13,00:30,47.63
13,00:45,56.90
13,01:00,58.38
13,01:15,56.90
13,01:30,54.53
13,01:45,55.43
13,02:00,56.53
13,02:15,54.53
13,02:30,67.60
13,02:45,70.45
13,03:00,65.97
13,03:15,71.88
13,03:30,77.57
13,03:45,77.46
13,04:00,87.16
13,04:15,103.66
13,04:30,97.81
13,04:45,97.86
13,05:00,89.96
13,05:15,89.59
13,05:30,78.26
13,05:45,65.39
13,06:00,59.12
13,06:15,65.24
13,06:30,61.33
13,06:45,59.33
13,07:00,61.91
13,07:15,62.33
13,07:30,53.95
13,07:45,57.53
13,08:00,52.84
13,08:15,48.31
13,08:30,55.69
13,08:45,61.18
13,09:00,60.59
13,09:15,61.91
13,09:30,61.33
13,09:45,67.87
13,10:00,78.94
13,10:15,70.82
13,10:30,59.07
13,10:45,84.79
13,11:00,74.98
13,11:15,68.19
13,11:30,71.62
13,11:45,91.07
13,12:00,75.98
13,12:15,65.24
13,12:30,77.78
13,12:45,78.57
13,13:00,85.90
13,13:15,62.76
13,13:30,65.28
13,13:45,82.95
13,14:00,91.80
13,14:15,90.70
13,14:30,88.59
13,14:45,82.58
13,15:00,83.73
13,15:15,84.90
13,15:30,84.47
13,15:45,92.17
13,16:00,80.73
13,16:15,63.02
13,16:30,72.03
13,16:45,59.33
13,17:00,49.74
13,17:15,42.14
13,17:30,35.82
13,17:45,27.75
13,18:00,24.01
13,18:15,18.00
13,18:30,18.16
13,18:45,15.94
13,19:00,18.05
13,19:15,16.31
13,19:30,17.79
13,19:45,16.21
13,20:00,12.25
13,20:15,11.73
13,20:30,9.25
13,20:45,10.25
13,21:00,8.89
13,21:15,12.62
13,21:30,7.41
13,21:45,10.67
13,22:00,8.93
13,22:15,9.89
13,22:30,7.04
13,22:45,6.20
13,23:00,7.46
13,23:15,9.20
13,23:30,6.93
13,23:45,6.93
14,00:00,8.41
14,00:15,8.15
14,00:30,13.62
14,00:45,10.62
14,01:00,12.99
14,01:15,11.84
14,01:30,13.58
14,01:45,14.73
14,02:00,11.10
14,02:15,13.31
14,02:30,9.89
14,02:45,13.99
14,03:00,12.89
14,03:15,9.67
14,03:30,7.46
14,03:45,7.72
14,04:00,7.30
14,04:15,11.15
14,04:30,11.52
14,04:45,9.89
14,05:00,10.25
14,05:15,10.25
14,05:30,10.62
14,05:45,12.99
14,06:00,13.99
14,06:15,11.36
14,06:30,9.15
14,06:45,12.62
14,07:00,9.15
14,07:15,13.73
14,07:30,15.94
14,07:45,21.48
14,08:00,22.96
14,08:15,24.43
14,08:30,26.65
14,08:45,26.86
14,09:00,30.23
14,09:15,22.22
14,09:30,27.38
14,09:45,28.38
14,10:00,32.55
14,10:15,36.24
14,10:30,32.13
14,10:45,31.44
14,11:00,33.13
14,11:15,37.35
14,11:30,37.98
14,11:45,33.50
14,12:00,33.13
14,12:15,37.19
14,12:30,37.30
14,12:45,36.45
14,13:00,36.56
14,13:15,40.51
14,13:30,40.14
14,13:45,69.34
14,14:00,45.10
14,14:15,40.67
14,14:30,36.24
14,14:45,38.45
14,15:00,40.30
14,15:15,38.30
14,15:30,34.39
14,15:45,39.08
14,16:00,32.39
14,16:15,40.30
14,16:30,32.76
14,16:45,33.66
14,17:00,29.86
14,17:15,25.75
14,17:30,22.96
14,17:45,21.74
14,18:00,20.74
14,18:15,17.37
14,18:30,20.00
14,18:45,18.85
14,19:00,19.85
14,19:15,22.96
14,19:30,24.65
14,19:45,31.44
14,20:00,34.66
14,20:15,31.66
14,20:30,35.13
14,20:45,37.72
14,21:00,37.30
14,21:15,42.88
14,21:30,46.20
14,21:45,43.94
14,22:00,52.48
14,22:15,48.79
14,22:30,46.42
14,22:45,46.57
14,23:00,49.42
14,23:15,44.57
14,23:30,45.10
14,23:45,40.62
15,00:00,44.62
15,00:15,42.41
15,00:30,37.30
15,00:45,33.50
15,01:00,34.61
15,01:15,38.82
15,01:30,35.13
15,01:45,36.13
15,02:00,34.98
15,02:15,38.45
15,02:30,40.19
15,02:45,35.87
15,03:00,36.50
15,03:15,31.29
15,03:30,32.18
15,03:45,36.61
15,04:00,31.29
15,04:15,31.44
15,04:30,28.70
15,04:45,23.69
15,05:00,19.85
15,05:15,18.90
15,05:30,12.47
15,05:45,13.36
15,06:00,8.78
15,06:15,5.83
15,06:30,8.09
15,06:45,5.09
15,07:00,6.35
15,07:15,5.61
15,07:30,4.51
15,07:45,4.51
15,08:00,4.51
15,08:15,1.40
15,08:30,0.77
15,08:45,3.77
15,09:00,2.14
15,09:15,4.51
15,09:30,5.51
15,09:45,5.24
15,10:00,6.98
15,10:15,9.67
15,10:30,7.83
15,10:45,5.09
15,11:00,5.09
15,11:15,4.09
15,11:30,4.35
15,11:45,4.46
15,12:00,8.56
15,12:15,14.36
15,12:30,7.04
15,12:45,8.78
